Income,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Education,Wines,Fruits,Meat,Fish,Sweets,Gold
17144.0,63.0,47.0,1,2,4,1,1,18,2,19,0,2,6
42564.0,55.0,813.0,0,1,2,1,1,324,48,186,39,18,198
43783.0,45.0,629.0,1,1,3,1,1,327,9,125,25,4,139
40780.0,47.0,377.0,0,1,2,1,0,229,27,71,13,3,34
62847.0,78.0,1612.0,1,0,2,0,1,521,168,706,80,76,61
82017.0,66.0,729.0,1,0,2,0,1,184,23,446,30,23,23
16813.0,73.0,50.0,0,0,1,0,0,4,8,11,12,2,13
51267.0,45.0,270.0,1,2,4,1,0,183,2,64,7,2,12
46524.0,62.0,177.0,0,1,2,1,0,31,19,35,26,14,52
45183.0,61.0,315.0,0,0,1,0,1,219,3,60,12,9,12
70421.0,69.0,767.0,1,1,3,1,1,479,28,136,75,14,35
60161.0,58.0,1071.0,0,1,2,1,2,584,44,212,46,8,177
73926.0,50.0,1580.0,1,0,2,0,0,627,91,597,159,91,15
19329.0,55.0,60.0,1,1,3,1,0,24,1,16,12,2,5
61872.0,53.0,573.0,1,1,3,1,1,330,5,159,36,27,16
46984.0,67.0,41.0,0,2,3,1,0,19,1,10,2,1,8
34838.0,72.0,170.0,1,2,4,1,0,28,23,29,29,14,47
82716.0,79.0,1167.0,0,0,1,0,1,606,148,228,15,148,22
48192.0,65.0,1526.0,1,0,2,0,0,1039,43,204,153,58,29
49681.0,47.0,458.0,1,2,4,1,1,411,0,26,0,0,21
56850.0,52.0,63.0,1,1,3,1,1,34,1,19,2,7,0
55267.0,66.0,405.0,1,1,3,1,0,161,28,136,32,3,45
59666.0,51.0,1027.0,1,2,4,1,0,623,53,178,23,17,133
72504.0,51.0,1478.0,0,1,2,1,0,604,26,470,123,161,94
26872.0,42.0,72.0,1,0,2,0,0,3,10,8,3,16,32
21359.0,51.0,48.0,0,1,2,1,0,12,2,17,6,1,10
73170.0,48.0,726.0,0,0,1,0,0,184,174,256,50,30,32
52750.0,68.0,860.0,1,1,3,1,1,393,0,239,90,69,69
91820.0,37.0,1497.0,1,0,2,0,1,410,73,747,76,161,30
65968.0,53.0,495.0,1,1,3,1,1,376,9,83,19,4,4
30772.0,47.0,20.0,1,2,4,1,0,7,2,4,2,1,4
22507.0,69.0,570.0,0,0,1,0,0,68,0,226,51,157,68
65685.0,51.0,769.0,1,1,3,1,0,642,14,49,0,7,57
25804.0,45.0,55.0,1,1,3,1,2,8,7,9,13,6,12
76412.0,43.0,1808.0,0,0,1,0,1,840,53,804,23,71,17
22063.0,51.0,55.0,1,1,3,1,0,7,10,13,3,11,11
57091.0,62.0,577.0,0,0,1,0,0,464,5,64,7,0,37
22419.0,60.0,162.0,1,0,2,0,0,30,3,47,19,21,42
87771.0,64.0,1957.0,1,1,3,1,0,1492,38,287,50,57,33
78353.0,64.0,1576.0,0,1,2,1,2,752,122,476,39,153,34
93404.0,69.0,1616.0,1,3,5,1,0,1279,15,287,20,0,15
37859.0,61.0,36.0,0,3,4,1,0,22,1,8,2,1,2
80995.0,65.0,1482.0,0,1,2,1,1,860,28,409,73,56,56
16529.0,39.0,22.0,1,1,3,1,0,3,0,5,13,0,1
55412.0,47.0,63.0,0,2,3,1,1,10,5,28,11,1,8
48789.0,31.0,680.0,0,0,1,0,0,351,16,156,7,5,145
56575.0,56.0,542.0,1,2,4,1,1,421,5,90,0,16,10
25130.0,43.0,50.0,1,1,3,1,2,2,5,7,0,18,18
35441.0,56.0,39.0,1,2,4,1,0,25,1,9,2,1,1
71391.0,67.0,1043.0,1,1,3,1,0,336,123,274,46,123,141
49494.0,51.0,385.0,0,1,2,1,1,191,9,97,0,6,82
81702.0,43.0,1633.0,0,0,1,0,0,563,50,774,28,31,187
45889.0,43.0,46.0,0,1,2,1,2,31,0,6,0,1,8
56628.0,46.0,761.0,0,1,2,1,0,479,5,82,7,17,171
34026.0,73.0,76.0,1,2,4,1,0,18,6,15,12,8,17
40049.0,49.0,290.0,1,1,3,1,0,91,65,52,10,44,28
34176.0,35.0,89.0,0,1,2,1,0,5,7,24,19,14,20
19419.0,42.0,70.0,1,1,3,1,0,2,14,28,16,3,7
82504.0,63.0,1066.0,1,0,2,0,2,362,50,431,134,35,54
81205.0,53.0,2009.0,1,0,2,0,0,724,74,929,97,55,130
61618.0,32.0,1345.0,0,0,1,0,2,605,91,399,0,45,205
55284.0,67.0,764.0,0,1,2,1,1,547,7,140,0,7,63
49980.0,60.0,195.0,0,1,2,1,0,104,1,54,13,9,14
15072.0,43.0,53.0,1,2,4,1,0,8,2,15,0,10,18
49166.0,49.0,368.0,0,1,2,1,0,224,2,25,7,0,110
65324.0,69.0,544.0,1,1,3,1,1,384,0,102,21,32,5
82347.0,66.0,1853.0,1,0,2,0,2,556,54,845,202,133,63
30843.0,57.0,35.0,1,2,4,1,1,24,0,2,0,0,9
46374.0,49.0,446.0,1,1,3,1,1,408,0,21,0,0,17
60474.0,44.0,1180.0,0,1,2,1,0,265,199,303,234,9,170
38576.0,50.0,41.0,1,1,3,1,1,34,0,7,0,0,0
55357.0,38.0,727.0,1,2,4,1,0,374,64,116,84,25,64
37758.0,57.0,40.0,1,2,4,1,0,27,2,10,0,0,1
85710.0,34.0,1062.0,1,0,2,0,2,600,20,350,29,30,33
23228.0,54.0,40.0,1,1,3,1,0,13,2,18,6,1,0
44602.0,54.0,292.0,1,2,4,1,1,167,2,89,0,0,34
7500.0,36.0,15.0,1,0,2,0,0,0,2,3,4,1,5
38683.0,34.0,341.0,1,1,3,1,2,46,35,69,84,41,66
49514.0,48.0,369.0,0,1,2,1,2,88,39,78,58,13,93
57906.0,50.0,401.0,1,1,3,1,1,243,11,119,10,3,15
43456.0,57.0,393.0,0,1,2,1,1,275,11,68,25,7,7
19485.0,37.0,10.0,0,2,3,1,1,6,0,4,0,0,0
53172.0,45.0,486.0,1,1,3,1,0,121,62,90,68,20,125
30545.0,44.0,69.0,1,1,3,1,0,4,12,15,19,7,12
70123.0,40.0,1727.0,1,0,2,0,1,1308,0,396,23,0,0
62450.0,64.0,995.0,0,1,2,1,0,515,47,267,62,66,38
21675.0,47.0,45.0,1,1,3,1,0,4,0,16,17,4,4
42395.0,42.0,182.0,0,2,3,1,2,48,13,57,24,15,25
61346.0,45.0,989.0,1,1,3,1,1,562,58,168,43,16,142
80812.0,70.0,1677.0,1,0,2,0,0,769,22,500,210,143,33
42835.0,52.0,595.0,0,2,3,1,1,379,4,93,12,9,98
39922.0,40.0,156.0,1,1,3,1,0,29,12,59,19,1,36
86424.0,67.0,1226.0,0,0,1,0,1,387,68,569,89,45,68
17117.0,45.0,128.0,1,1,3,1,2,12,23,38,30,18,7
24762.0,51.0,86.0,0,1,2,1,0,6,10,12,3,15,40
35797.0,48.0,68.0,1,1,3,1,0,27,1,14,4,1,21
36627.0,48.0,16.0,0,2,3,1,0,9,1,5,0,0,1
51111.0,42.0,55.0,1,2,4,1,2,22,0,19,6,5,3
86857.0,51.0,2114.0,0,0,1,0,1,899,102,838,133,102,40
82072.0,53.0,2018.0,1,0,2,0,1,889,55,685,168,92,129
46231.0,70.0,263.0,0,3,4,1,1,189,2,55,0,5,12
42243.0,64.0,55.0,1,2,4,1,0,48,0,2,0,0,5
51195.0,61.0,564.0,1,2,4,1,0,230,14,156,82,24,58
68092.0,45.0,1281.0,0,0,1,0,1,852,60,207,78,36,48
31814.0,50.0,83.0,1,1,3,1,0,35,3,20,4,1,20
51390.0,58.0,353.0,0,2,3,1,1,205,20,47,23,2,56
76630.0,40.0,1003.0,1,0,2,0,0,255,31,446,40,56,175
26868.0,32.0,14.0,0,1,2,1,2,0,0,1,8,3,2
48948.0,80.0,902.0,0,0,1,0,1,437,8,206,160,49,42
55260.0,51.0,1139.0,0,1,2,1,1,825,8,53,11,0,242
64090.0,67.0,797.0,1,1,3,1,0,316,58,161,76,51,135
78331.0,65.0,1638.0,0,1,2,1,0,756,138,354,160,169,61
37087.0,49.0,401.0,1,1,3,1,1,194,55,134,15,0,3
21846.0,37.0,84.0,0,1,2,1,0,7,17,18,6,10,26
81320.0,65.0,928.0,1,0,2,0,0,183,33,493,59,103,57
54137.0,53.0,203.0,0,1,2,1,0,171,0,11,0,1,20
66825.0,56.0,858.0,1,0,2,0,0,243,101,405,29,40,40
57100.0,50.0,409.0,1,0,2,0,0,181,21,69,39,3,96
58917.0,54.0,282.0,1,3,5,1,0,151,7,89,0,7,28
85072.0,46.0,1423.0,0,0,1,0,0,494,92,391,194,11,241
86429.0,62.0,1449.0,0,0,1,0,0,464,28,873,29,18,37
45684.0,52.0,28.0,0,1,2,1,0,5,1,5,10,0,7
47889.0,49.0,67.0,1,1,3,1,0,29,0,29,0,5,4
45921.0,37.0,199.0,1,0,2,0,1,102,9,49,24,3,12
78420.0,57.0,1453.0,0,0,1,0,1,604,28,674,91,28,28
75114.0,31.0,1253.0,1,0,2,0,0,571,12,523,63,60,24
52278.0,60.0,1198.0,0,1,2,1,1,953,0,71,0,0,174
35641.0,51.0,178.0,1,1,3,1,1,63,3,67,8,9,28
95529.0,29.0,1990.0,0,0,1,0,0,770,29,890,250,27,24
62820.0,69.0,976.0,1,0,2,0,0,398,61,265,138,61,53
73113.0,63.0,1001.0,1,0,2,0,1,741,19,154,50,9,28
84169.0,41.0,1919.0,1,0,2,0,1,1478,19,403,0,19,0
42607.0,69.0,350.0,0,1,2,1,2,156,29,56,30,32,47
74637.0,69.0,1650.0,0,0,1,0,1,960,64,464,146,0,16
46015.0,68.0,46.0,1,2,4,1,1,38,0,2,0,0,6
72354.0,30.0,1228.0,0,0,1,0,0,315,26,473,220,12,182
39858.0,54.0,95.0,0,1,2,1,1,15,20,25,2,7,26
34469.0,75.0,62.0,1,2,4,1,1,19,6,20,0,5,12
83033.0,37.0,1761.0,1,1,3,1,0,812,99,431,237,149,33
24401.0,44.0,467.0,1,0,2,0,1,73,28,217,10,24,115
77583.0,45.0,1149.0,1,0,2,0,0,372,23,384,250,12,108
74116.0,41.0,2052.0,0,0,1,0,2,871,111,704,145,55,166
74293.0,30.0,1127.0,0,0,1,0,0,375,152,335,93,91,81
68397.0,47.0,1416.0,1,1,3,1,1,760,80,466,17,13,80
79632.0,49.0,1113.0,1,0,2,0,1,471,0,510,99,21,12
46107.0,34.0,125.0,0,1,2,1,0,31,9,27,16,9,33
64950.0,72.0,966.0,0,1,2,1,1,819,0,72,12,0,63
25443.0,34.0,32.0,1,1,3,1,2,1,4,3,8,9,7
75127.0,71.0,833.0,0,0,1,0,0,203,35,305,46,17,227
32892.0,52.0,46.0,1,1,3,1,1,26,0,15,2,1,2
71796.0,52.0,960.0,1,0,2,0,0,354,21,311,167,75,32
67536.0,53.0,1829.0,1,1,3,1,1,1253,0,447,23,71,35
55239.0,52.0,779.0,0,1,2,1,0,371,17,238,23,24,106
60554.0,48.0,811.0,0,1,2,1,1,588,7,76,110,15,15
64831.0,71.0,1120.0,0,2,3,1,2,480,86,249,75,86,144
56067.0,61.0,725.0,1,1,3,1,1,517,12,54,16,6,120
82025.0,40.0,1187.0,0,0,1,0,0,267,98,606,48,70,98
94384.0,70.0,2302.0,1,0,2,0,0,1111,24,790,160,45,172
14906.0,37.0,66.0,0,0,1,0,2,7,7,14,7,16,15
51563.0,36.0,1250.0,1,0,2,0,1,1166,0,48,0,0,36
57937.0,41.0,683.0,1,1,3,1,2,261,42,144,55,48,133
68274.0,44.0,305.0,0,2,3,1,0,135,25,51,23,25,46
39771.0,46.0,50.0,1,1,3,1,0,6,2,18,2,8,14
67893.0,48.0,995.0,0,1,2,1,2,711,28,142,49,18,47
27922.0,44.0,41.0,1,1,3,1,1,11,0,13,2,4,11
52190.0,47.0,77.0,1,2,4,1,1,42,0,17,0,0,18
44051.0,50.0,171.0,0,2,3,1,1,79,7,58,6,3,18
42767.0,52.0,131.0,0,2,3,1,1,20,6,43,19,5,38
46106.0,47.0,54.0,1,2,4,1,1,30,0,8,2,0,14
16927.0,47.0,53.0,1,2,4,1,1,20,2,23,3,1,4
59754.0,58.0,475.0,1,1,3,1,0,115,27,44,4,146,139
53700.0,71.0,694.0,0,1,2,1,0,263,5,233,69,41,83
59041.0,50.0,96.0,1,2,4,1,0,69,2,15,2,2,6
54237.0,66.0,361.0,0,1,2,1,1,267,3,30,4,0,57
70647.0,56.0,1079.0,0,1,2,1,0,561,85,171,25,123,114
52597.0,61.0,578.0,0,1,2,1,1,492,0,37,7,0,42
41021.0,54.0,64.0,1,1,3,1,1,14,7,9,6,16,12
40233.0,48.0,149.0,1,1,3,1,1,80,4,46,0,17,2
50183.0,43.0,231.0,1,2,4,1,0,97,12,84,13,10,15
54753.0,64.0,728.0,1,1,3,1,0,197,107,227,7,59,131
92955.0,50.0,1778.0,1,0,2,0,0,693,21,925,31,24,84
33471.0,50.0,93.0,1,1,3,1,0,43,2,27,0,9,12
34596.0,49.0,23.0,1,1,3,1,1,14,0,2,0,0,7
44010.0,43.0,662.0,1,1,3,1,0,186,36,234,86,72,48
84219.0,35.0,1198.0,1,0,2,0,0,434,137,400,45,137,45
40706.0,55.0,81.0,1,3,5,1,1,59,0,11,4,2,5
15716.0,35.0,92.0,1,1,3,1,2,16,5,30,8,7,26
59052.0,64.0,491.0,0,1,2,1,2,230,35,75,63,57,31
80573.0,52.0,1564.0,1,0,2,0,1,829,138,430,60,92,15
83715.0,61.0,926.0,1,0,2,0,0,318,8,407,150,35,8
82576.0,64.0,1910.0,1,0,2,0,1,1206,55,445,168,18,18
56962.0,58.0,411.0,1,3,5,1,1,292,3,77,10,3,26
35704.0,71.0,94.0,1,2,4,1,0,30,9,12,2,11,30
53103.0,69.0,1085.0,1,1,3,1,0,729,17,133,11,0,195
46779.0,63.0,23.0,0,2,3,1,2,12,1,3,0,0,7
4861.0,58.0,6.0,0,0,1,0,0,2,1,1,1,0,1
33462.0,44.0,54.0,0,1,2,1,1,22,3,18,0,0,11
63693.0,45.0,1150.0,0,1,2,1,0,587,43,337,42,87,54
80763.0,73.0,1415.0,1,0,2,0,0,674,168,108,192,42,231
65352.0,49.0,405.0,1,1,3,1,1,284,3,84,4,7,23
82170.0,45.0,1908.0,1,0,2,0,1,1023,93,651,49,55,37
75759.0,54.0,2486.0,1,0,2,0,0,1394,22,708,89,91,182
79689.0,47.0,1315.0,0,0,1,0,2,311,26,640,180,37,121
35340.0,67.0,45.0,0,2,3,1,1,27,0,12,0,1,5
85683.0,69.0,1789.0,0,0,1,0,0,1296,17,311,45,69,51
24884.0,51.0,19.0,1,1,3,1,2,3,6,7,0,0,3
42021.0,42.0,573.0,1,1,3,1,1,393,5,136,7,5,27
64449.0,34.0,805.0,0,1,2,1,0,218,63,282,137,35,70
64587.0,69.0,108.0,0,2,3,1,0,66,0,16,0,6,20
34824.0,28.0,23.0,0,0,1,0,0,4,2,11,2,0,4
75437.0,45.0,1493.0,1,0,2,0,0,795,0,545,95,58,0
26091.0,66.0,89.0,1,2,4,1,0,15,10,19,8,17,20
52845.0,50.0,936.0,1,1,3,1,0,384,25,292,130,41,64
46086.0,67.0,343.0,0,1,2,1,0,244,8,32,7,2,50
78028.0,67.0,528.0,0,1,2,1,1,158,19,288,25,0,38
95169.0,36.0,1901.0,0,0,1,0,1,1285,21,449,106,20,20
56337.0,42.0,724.0,1,2,4,1,2,349,16,144,28,5,182
22434.0,36.0,58.0,1,1,3,1,0,4,12,11,3,13,15
36930.0,69.0,297.0,1,1,3,1,1,223,2,31,0,2,39
36130.0,69.0,488.0,0,1,2,1,0,157,43,127,68,56,37
65569.0,70.0,859.0,1,1,3,1,1,397,46,288,20,38,70
83844.0,71.0,1574.0,1,0,2,0,0,901,31,345,75,31,191
19514.0,55.0,69.0,1,2,4,1,0,14,3,21,2,1,28
36736.0,60.0,17.0,0,2,3,1,1,10,0,3,0,0,4
77568.0,44.0,2194.0,1,1,3,1,0,1230,0,396,232,178,158
49187.0,47.0,116.0,1,1,3,1,1,81,1,31,2,1,0
30168.0,45.0,279.0,0,1,2,1,0,154,20,66,0,12,27
34053.0,55.0,103.0,1,1,3,1,1,63,0,21,7,0,12
38196.0,52.0,44.0,1,2,4,1,1,30,0,11,0,0,3
59412.0,72.0,406.0,1,0,2,0,1,90,67,165,30,43,11
70924.0,58.0,1363.0,1,0,2,0,2,635,114,254,132,152,76
54165.0,54.0,236.0,1,0,2,0,0,127,4,73,15,6,11
32300.0,50.0,39.0,1,1,3,1,0,13,3,6,6,5,6
20180.0,47.0,137.0,0,0,1,0,0,18,42,24,15,20,18
34961.0,50.0,79.0,1,1,3,1,0,45,2,26,4,1,1
28440.0,49.0,63.0,1,1,3,1,1,38,1,24,0,0,0
64504.0,70.0,1314.0,1,3,5,1,1,986,36,168,16,0,108
33564.0,57.0,71.0,1,1,3,1,1,61,0,3,0,0,7
17345.0,45.0,58.0,1,1,3,1,0,4,9,16,17,0,12
56320.0,56.0,702.0,1,1,3,1,1,201,53,172,116,77,83
28647.0,45.0,94.0,0,1,2,1,0,19,8,29,0,12,26
15038.0,36.0,80.0,0,1,2,1,2,4,8,11,19,12,26
32173.0,65.0,22.0,0,1,2,1,1,18,0,2,0,0,2
68316.0,59.0,1211.0,1,1,3,1,2,806,80,161,120,11,33
74538.0,52.0,1461.0,1,0,2,0,0,380,98,733,110,112,28
91700.0,52.0,1968.0,0,0,1,0,0,576,172,961,125,115,19
68695.0,54.0,1091.0,1,0,2,0,0,458,81,356,106,50,40
31056.0,46.0,55.0,1,1,3,1,2,5,10,13,3,8,16
79593.0,50.0,1366.0,1,0,2,0,0,350,60,568,110,133,145
28071.0,43.0,313.0,0,0,1,0,0,39,33,130,41,26,44
37334.0,65.0,62.0,1,2,4,1,1,26,1,16,2,2,15
46423.0,51.0,92.0,0,2,3,1,1,68,0,16,0,0,8
37126.0,52.0,72.0,1,1,3,1,1,45,3,9,4,4,7
47703.0,70.0,655.0,1,1,3,1,0,359,0,134,13,26,123
61180.0,64.0,704.0,1,1,3,1,0,403,24,29,6,24,218
38998.0,69.0,54.0,1,2,4,1,0,34,1,14,0,0,5
8028.0,32.0,178.0,0,0,1,0,0,73,18,66,7,12,2
76081.0,61.0,1033.0,1,0,2,0,0,292,30,415,63,33,200
34728.0,37.0,36.0,1,1,3,1,0,14,0,16,0,0,6
33168.0,58.0,122.0,0,1,2,1,1,80,1,37,0,1,3
33585.0,57.0,122.0,1,1,3,1,1,30,11,33,13,6,29
77037.0,63.0,1123.0,1,1,3,1,1,463,96,333,168,53,10
35196.0,39.0,497.0,1,1,3,1,0,75,12,141,43,39,187
44529.0,57.0,691.0,1,1,3,1,0,538,13,91,17,6,26
70924.0,58.0,1363.0,1,0,2,0,2,635,114,254,132,152,76
28764.0,57.0,12.0,1,2,4,1,1,8,0,3,0,0,1
69098.0,74.0,2440.0,1,0,2,0,1,1315,22,780,145,0,178
25959.0,53.0,56.0,0,2,3,1,2,4,2,12,7,5,26
27100.0,40.0,37.0,1,1,3,1,1,12,0,13,2,0,10
70596.0,38.0,968.0,0,0,1,0,0,347,44,534,17,0,26
42557.0,49.0,270.0,1,1,3,1,0,192,5,53,0,5,15
53312.0,72.0,278.0,1,0,2,0,1,241,0,12,0,0,25
72228.0,71.0,1250.0,0,0,1,0,0,631,28,491,30,14,56
67605.0,36.0,938.0,1,0,2,0,0,336,28,282,184,54,54
62845.0,74.0,1178.0,1,2,4,1,1,1099,0,45,0,0,34
65196.0,65.0,1155.0,1,2,4,1,0,743,19,181,12,0,200
42000.0,36.0,653.0,0,0,1,0,1,124,83,267,85,59,35
35860.0,50.0,49.0,0,2,3,1,1,15,0,8,4,2,20
65526.0,59.0,506.0,1,1,3,1,1,397,19,69,12,0,9
16860.0,62.0,38.0,1,2,4,1,0,10,4,4,3,3,14
83528.0,31.0,1650.0,0,0,1,0,0,530,117,678,134,44,147
64176.0,58.0,1826.0,0,1,2,1,2,1215,33,249,64,116,149
22304.0,67.0,18.0,0,0,1,0,0,3,2,7,0,4,2
67023.0,45.0,906.0,1,0,2,0,0,444,44,382,11,8,17
32892.0,52.0,46.0,1,1,3,1,1,26,0,15,2,1,2
70713.0,57.0,1477.0,1,1,3,1,0,736,114,279,82,76,190
59925.0,68.0,766.0,1,1,3,1,0,473,21,176,19,21,56
39722.0,70.0,47.0,1,1,3,1,0,32,0,5,2,0,8
46610.0,65.0,467.0,1,0,2,0,0,288,10,30,4,10,125
88347.0,62.0,2116.0,1,0,2,0,0,1050,178,555,77,138,118
87171.0,42.0,1298.0,1,0,2,0,1,1001,44,107,58,44,44
26907.0,47.0,22.0,1,2,4,1,2,9,1,7,0,3,2
50014.0,55.0,396.0,0,1,2,1,1,234,14,77,19,10,42
41014.0,45.0,20.0,1,1,3,1,1,7,2,6,2,0,3
66294.0,58.0,967.0,0,0,1,0,0,251,108,334,65,92,117
36715.0,52.0,357.0,1,1,3,1,0,172,10,125,21,13,16
79456.0,67.0,1401.0,1,0,2,0,0,565,42,548,64,83,99
40479.0,41.0,15.0,1,1,3,1,0,5,0,8,2,0,0
75345.0,53.0,2087.0,0,0,1,0,1,918,57,842,99,38,133
54233.0,46.0,981.0,1,1,3,1,0,652,8,158,21,0,142
24163.0,53.0,17.0,0,2,3,1,0,4,1,7,2,1,2
84460.0,65.0,523.0,1,0,2,0,1,152,27,103,106,54,81
43776.0,40.0,23.0,1,1,3,1,0,8,0,9,2,1,3
71691.0,65.0,1192.0,0,0,1,0,1,336,130,411,240,32,43
85844.0,50.0,1958.0,1,0,2,0,1,938,19,843,25,95,38
39190.0,49.0,133.0,0,1,2,1,1,68,8,18,19,8,12
71367.0,64.0,777.0,1,0,2,0,0,227,23,389,42,21,75
38578.0,51.0,73.0,0,2,3,1,1,38,4,22,3,3,3
57236.0,58.0,121.0,1,2,4,1,1,105,0,9,2,1,4
61825.0,44.0,424.0,0,1,2,1,0,162,50,100,55,30,27
79803.0,65.0,868.0,0,1,2,1,0,574,8,216,21,16,33
80910.0,37.0,756.0,0,0,1,0,2,160,80,369,67,39,41
27590.0,41.0,12.0,1,1,3,1,1,6,0,5,0,0,1
56775.0,44.0,937.0,1,1,3,1,0,614,35,160,58,35,35
83829.0,48.0,1862.0,0,0,1,0,0,897,161,430,186,161,27
54210.0,44.0,367.0,1,1,3,1,2,70,54,109,80,9,45
38508.0,37.0,443.0,1,1,3,1,0,120,19,206,25,19,54
53187.0,53.0,267.0,1,1,3,1,0,211,2,30,7,7,10
30023.0,51.0,61.0,1,1,3,1,0,11,0,16,7,6,21
76045.0,63.0,1323.0,0,0,1,0,1,760,53,400,17,93,0
50870.0,71.0,63.0,1,1,3,1,1,53,0,8,0,0,2
15315.0,53.0,64.0,1,0,2,0,2,7,4,13,15,8,17
65463.0,49.0,562.0,1,1,3,1,2,391,32,70,21,32,16
66480.0,58.0,312.0,1,2,4,1,0,199,9,57,20,21,6
76773.0,69.0,1156.0,0,0,1,0,0,516,56,449,86,33,16
81698.0,40.0,1104.0,0,0,1,0,2,709,45,115,30,160,45
54466.0,50.0,16.0,0,2,3,1,1,12,0,4,0,0,0
98777.0,63.0,2008.0,0,0,1,0,1,1000,19,711,125,115,38
16269.0,39.0,44.0,0,1,2,1,1,19,3,18,3,1,0
71819.0,52.0,1574.0,1,1,3,1,0,1224,28,140,0,14,168
33569.0,40.0,63.0,1,1,3,1,1,16,2,18,3,0,24
36262.0,40.0,426.0,1,0,2,0,1,88,39,54,64,28,153
22634.0,57.0,96.0,1,0,2,0,2,2,23,11,8,6,46
47025.0,45.0,635.0,1,1,3,1,2,508,11,59,23,5,29
70566.0,55.0,757.0,0,1,2,1,0,381,28,215,84,28,21
31605.0,44.0,125.0,1,1,3,1,1,74,0,42,2,1,6
52034.0,50.0,332.0,0,2,3,1,1,146,0,93,7,13,73
48526.0,44.0,135.0,0,1,2,1,0,23,17,23,43,20,9
46734.0,69.0,330.0,1,1,3,1,0,110,5,137,26,23,29
39552.0,61.0,384.0,0,2,3,1,0,165,3,147,4,24,41
86358.0,57.0,1722.0,0,2,3,1,0,957,47,494,82,47,95
46931.0,46.0,78.0,1,3,5,1,0,41,0,17,3,1,16
16581.0,38.0,24.0,0,0,1,0,2,1,3,4,2,3,11
63998.0,71.0,1168.0,0,0,1,0,2,176,29,818,0,33,112
67381.0,72.0,957.0,1,1,3,1,1,815,8,53,11,0,70
25930.0,56.0,15.0,0,2,3,1,0,6,1,2,2,0,4
42693.0,45.0,57.0,1,1,3,1,0,8,4,20,6,3,16
85606.0,47.0,1956.0,1,1,3,1,0,717,42,864,219,30,84
72903.0,38.0,2013.0,0,0,1,0,0,1067,138,750,0,19,39
49669.0,49.0,326.0,1,1,3,1,2,166,5,107,11,8,29
36778.0,55.0,77.0,1,2,4,1,1,29,4,34,2,4,4
85696.0,61.0,1313.0,0,0,1,0,1,714,76,395,116,0,12
10979.0,34.0,30.0,0,0,1,0,1,8,4,10,2,2,4
49678.0,62.0,315.0,1,1,3,1,0,229,5,56,3,2,20
56129.0,70.0,660.0,1,1,3,1,1,320,48,133,39,72,48
37155.0,34.0,74.0,1,1,3,1,0,23,0,26,7,15,3
21282.0,45.0,46.0,0,1,2,1,2,1,5,8,4,8,20
33419.0,61.0,86.0,0,1,2,1,1,56,0,12,0,0,18
63285.0,78.0,1103.0,0,0,1,0,0,508,124,249,50,38,134
21255.0,49.0,61.0,1,1,3,1,1,29,0,25,2,2,3
42162.0,42.0,145.0,1,1,3,1,0,46,7,59,2,4,27
54450.0,67.0,684.0,1,2,4,1,0,454,0,171,8,19,32
57744.0,69.0,411.0,1,1,3,1,1,350,3,39,0,0,19
26576.0,37.0,27.0,0,1,2,1,0,10,0,8,0,0,9
57513.0,80.0,1060.0,0,0,1,0,1,735,40,183,52,20,30
68142.0,59.0,1459.0,1,1,3,1,0,897,126,196,91,112,37
7500.0,44.0,18.0,1,1,3,1,0,5,2,3,3,0,5
83145.0,49.0,1833.0,1,0,2,0,0,777,35,731,39,137,114
54197.0,63.0,237.0,1,1,3,1,1,162,6,37,6,13,13
23091.0,60.0,48.0,0,2,3,1,1,35,0,11,0,0,2
46049.0,47.0,515.0,1,2,4,1,0,342,9,112,19,14,19
56715.0,49.0,1020.0,1,0,2,0,0,258,105,239,237,172,9
79410.0,62.0,1370.0,1,0,2,0,0,658,80,483,123,13,13
57304.0,72.0,1026.0,1,1,3,1,0,356,80,329,138,17,106
44375.0,58.0,301.0,1,1,3,1,0,213,5,28,7,7,41
54450.0,67.0,684.0,1,2,4,1,0,454,0,171,8,19,32
59594.0,58.0,499.0,1,1,3,1,0,457,4,29,0,0,9
80685.0,29.0,1004.0,1,0,2,0,0,241,45,604,34,26,54
40344.0,49.0,218.0,1,1,3,1,1,210,0,6,0,0,2
62710.0,51.0,606.0,1,1,3,1,0,441,35,83,7,29,11
48985.0,55.0,75.0,1,1,3,1,2,19,13,18,10,7,8
35322.0,55.0,106.0,1,3,5,1,0,28,9,37,12,7,13
77142.0,75.0,990.0,1,0,2,0,0,476,75,162,29,151,97
81657.0,54.0,1097.0,0,0,1,0,0,364,40,425,158,60,50
14421.0,27.0,16.0,1,0,2,0,2,0,0,2,3,3,8
20130.0,49.0,34.0,1,0,2,0,2,0,6,3,7,6,12
74214.0,33.0,1711.0,1,0,2,0,1,863,83,547,86,99,33
66726.0,66.0,438.0,1,2,4,1,1,349,7,35,0,0,47
23724.0,44.0,75.0,1,1,3,1,2,5,23,15,0,18,14
47353.0,63.0,225.0,1,1,3,1,1,184,2,19,8,8,4
33444.0,71.0,18.0,1,2,4,1,1,8,0,8,0,0,2
54386.0,42.0,470.0,1,1,3,1,0,277,21,64,62,21,25
28510.0,42.0,91.0,0,2,3,1,0,44,5,19,0,4,19
90638.0,32.0,396.0,0,0,1,0,1,1156,120,915,94,144,96
